ebay_id,ebay_name,ebay_path
262226,Power Steering Pump Parts,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Steering & Suspension|Power Steering Pump Parts
262227,"Radius, Swing & Trailing Arms","eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Steering & Suspension|Radius, Swing & Trailing Arms"
262228,Shock & Strut Mounts,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Steering & Suspension|Shock & Strut Mounts
262229,Steering & Suspension Bushings,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Steering & Suspension|Steering & Suspension Bushings
262230,Steering Knuckles,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Steering & Suspension|Steering Knuckles
262231,Steering Stabilizers,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Steering & Suspension|Steering Stabilizers
262234,Hitch Extenders & Adapters,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Towing Parts & Accessories|Towing Accessories|Hitch Extenders & Adapters
262235,Safety Chains & Cables,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Towing Parts & Accessories|Towing Accessories|Safety Chains & Cables
262236,Weight Distribution & Sway Control,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Towing Parts & Accessories|Towing Accessories|Weight Distribution & Sway Control
262237,Other Towing Accessories,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Towing Parts & Accessories|Towing Accessories|Other Towing Accessories
262238,Axles,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Axles
262240,Clutch Hydraulics,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Clutch Parts & Kits|Clutch Hydraulics
262241,Clutch Kits,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Clutch Parts & Kits|Clutch Kits
262242,Additional Clutch Parts,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Clutch Parts & Kits|Additional Clutch Parts
262243,CV Axle Assemblies,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|CV Axle Assemblies
262245,Differential Assemblies,"eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Differentials, Assemblies & Parts|Differential Assemblies"
262246,Differential Bearings,"eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Differentials, Assemblies & Parts|Differential Bearings"
262247,Differential Rebuild Kits,"eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Differentials, Assemblies & Parts|Differential Rebuild Kits"
262248,Seals & Gaskets,"eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Differentials, Assemblies & Parts|Seals & Gaskets"
262249,Additional Differential Parts,"eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Differentials, Assemblies & Parts|Additional Differential Parts"
262251,Driveshafts,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Driveshafts & Parts|Driveshafts
262252,Driveshaft Bearings & U-Joints,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Driveshafts & Parts|Driveshaft Bearings & U-Joints
262253,Additional Driveshaft Parts,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Driveshafts & Parts|Additional Driveshaft Parts
262254,Drivetrain Hardware & Fasteners,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Drivetrain Hardware & Fasteners
262255,Oil Coolers & Lines,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Oil Coolers & Lines
262256,Transfer Cases,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Transfer Cases
262257,Transfer Case Parts,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Transfer Case Parts
262258,Transmission & Drivetrain Mounts,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Transmission & Drivetrain Mounts
262259,Transmission Control Modules,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Transmission Control Modules
262260,Transmission Gaskets & Seals,eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Transmission Gaskets & Seals
262261,"Wiring, Harnesses & Connectors","eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Transmission & Drivetrain|Wiring, Harnesses & Connectors"
262265,Spare Tire Jack & Tool Kits,"eBay Motors|Parts & Accessories|Car & Truck Parts & Accessories|Wheels, Tires & Parts|Wheel & Tire Accessories|Spare Tire Jack & Tool Kits"
